City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
279,Il'inskoye-Khovanskoye,75,RU,1589964291,57,56.97,39.77,283.15,4.0
280,Monze,0,ZM,1589964292,40,-16.28,27.48,294.54,4.11
281,Ifanadiana,14,MG,1589964293,56,-21.3,47.63,295.24,2.09
282,Ulaanbaatar,40,MN,1589964294,81,47.91,106.88,283.15,3.0
283,Bubaque,31,GW,1589964296,62,11.28,-15.83,298.74,4.65
284,Lompoc,1,US,1589964297,93,34.64,-120.46,284.15,4.32
285,Wahiawā,90,US,1589964298,88,21.5,-158.02,299.15,2.1
286,Agadez,0,NE,1589964299,7,19.75,10.25,311.21,3.5
287,Shimoda,75,JP,1589964301,82,34.67,138.95,289.15,5.1
288,Mahébourg,40,MU,1589964303,61,-20.41,57.7,298.15,7.2
289,Navlya,75,RU,1589964304,58,52.83,34.5,285.15,3.0
290,Meadow Lake,40,US,1589964305,17,34.8,-106.54,291.15,3.1
291,Pacific Grove,90,US,1589964306,62,36.62,-121.92,288.15,3.1
292,Kibre Mengist,88,ET,1589964308,83,5.88,38.98,292.7,1.61
293,Cuenca,97,EC,1589964310,93,-2.88,-78.98,286.15,1.5
294,Podor,47,MR,1589964311,53,16.65,-14.96,297.15,1.0
295,Baruun-Urt,88,MN,1589964312,29,46.68,113.28,293.09,1.06
296,Zemio,99,CF,1589964313,85,5.03,25.14,300.23,1.4
297,Sitka,90,US,1589964315,87,57.05,-135.33,281.15,3.1
298,Poykovskiy,20,RU,1589964316,72,61.23,73.33,289.15,4.0
299,Kirakira,14,SB,1589964318,83,-10.45,161.92,299.83,5.84
300,Kaniama,0,CD,1589964319,47,-7.57,24.18,300.97,2.25
301,Oruzgan,77,AF,1589964320,16,32.83,66.0,298.6,2.67
302,Mayumba,97,GA,1589964321,86,-3.43,10.66,299.07,2.12
303,Matamoros,3,MX,1589964322,20,25.53,-103.25,300.37,0.45
304,Havøysund,20,NO,1589964323,69,71.0,24.66,277.15,4.1
305,Laguna,1,US,1589964324,76,38.42,-121.42,286.48,2.6
306,San Cristobal,100,VE,1589964327,87,7.77,-72.22,292.82,1.13
307,Bilma,0,NE,1589964328,6,18.69,12.92,312.5,3.3
308,Bacolod City,100,PH,1589964112,68,10.67,122.95,304.18,1.54
309,Airai,82,TL,1589964330,100,-8.93,125.41,289.75,2.17
310,Beira,20,MZ,1589964331,73,-19.84,34.84,297.15,4.1
311,Srednekolymsk,0,RU,1589964332,67,67.45,153.68,277.92,5.83
312,Santiago del Estero,0,AR,1589964333,83,-27.8,-64.26,290.83,1.49
313,Miquelon,0,PM,1589964335,80,47.1,-56.38,277.15,3.1
314,Sulangan,100,PH,1589964336,69,11.14,123.72,303.98,3.16
315,Pochutla,33,MX,1589964337,83,15.74,-96.47,299.26,0.26
316,High Level,90,CA,1589964338,70,58.52,-117.14,282.15,1.5
317,Coffs Harbour,40,AU,1589964340,77,-30.3,153.13,292.15,3.6
318,Tūkrah,36,LY,1589964341,57,32.53,20.58,297.42,6.61
319,Kununurra,40,AU,1589964342,47,-15.77,128.73,298.15,5.7
320,Wentzville,91,US,1589964343,96,38.81,-90.85,288.71,2.57
321,Coyhaique,99,CL,1589964345,81,-45.58,-72.07,273.15,3.6
322,Makakilo City,90,US,1589964346,88,21.35,-158.09,298.15,2.1
323,Gazli,0,UZ,1589964347,19,40.13,63.45,300.56,6.97
324,Yenagoa,99,NG,1589964348,70,4.92,6.26,303.48,2.76
325,Yining,98,CN,1589964349,63,29.04,114.56,300.82,1.61
326,Berlevåg,40,NO,1589964350,81,70.86,29.09,277.15,4.1
327,Galesong,40,ID,1589964351,100,-5.32,119.37,299.15,3.1
328,Yashkul',95,RU,1589964352,42,46.17,45.34,296.05,7.93
329,Parkes,57,AU,1589964353,84,-33.13,148.18,289.26,1.34
330,Abrau-Dyurso,47,RU,1589964355,56,44.69,37.59,293.15,8.0
331,Karlshamn,72,SE,1589964356,47,56.17,14.86,288.15,3.1
332,Erzin,54,TR,1589964357,23,36.96,36.2,309.15,1.0
333,São Filipe,19,CV,1589964358,77,14.9,-24.5,295.38,4.11
334,Rjukan,10,NO,1589964359,37,59.88,8.59,284.15,1.0
335,Chokurdakh,62,RU,1589964360,98,70.63,147.92,271.29,3.28
336,Bukama,5,CD,1589964361,37,-9.2,25.85,304.65,0.61
337,Nyurba,86,RU,1589964362,28,63.28,118.33,292.25,3.9
338,Azángaro,64,PE,1589964363,84,-14.92,-70.22,275.04,1.1
339,Henties Bay,0,NA,1589964365,21,-22.12,14.28,302.52,11.01
340,Wanning,100,CN,1589964366,70,18.8,110.4,304.21,6.7
341,Florø,20,NO,1589964367,61,61.6,5.03,282.15,3.1
342,Longyearbyen,75,SJ,1589964115,80,78.22,15.64,274.15,3.1
343,Junín,100,AR,1589964369,89,-34.58,-60.94,288.15,1.34
344,Dunedin,97,NZ,1589964311,88,-45.87,170.5,282.59,2.71
345,Mgandu,91,TZ,1589964371,61,-5.95,34.13,296.13,4.51
346,Chara,66,RU,1589964372,52,56.91,118.26,285.52,3.29
347,Batticaloa,100,LK,1589964373,59,7.71,81.69,305.55,2.92
348,Katherine,97,AU,1589964375,35,-14.47,132.27,305.15,4.1
349,Great Yarmouth,17,GB,1589964376,68,52.61,1.73,293.15,2.6
350,Banda Aceh,99,ID,1589964377,74,5.56,95.32,300.82,6.26
351,Port Hardy,96,CA,1589964378,84,50.7,-127.42,283.87,1.6
352,Kirovo-Chepetsk,100,RU,1589964355,65,58.55,50.04,288.76,1.51
353,Saint-François,3,FR,1589964380,52,46.42,3.91,297.04,1.5
354,Isangel,3,VU,1589964381,76,-19.55,169.27,294.23,4.88
355,Warrington,47,GB,1589964106,82,53.39,-2.58,291.48,2.1
356,Codrington,100,AU,1589964169,87,-38.27,141.97,282.52,8.19
357,Del Rio,1,US,1589964385,51,29.36,-100.9,301.15,4.6
358,Port Shepstone,0,ZA,1589964386,57,-30.74,30.45,294.82,1.16
359,Mount Gambier,90,AU,1589964387,93,-37.83,140.77,282.15,2.6
360,Teeli,5,RU,1589964388,26,51.03,90.23,297.16,2.28
361,Coahuayana Viejo,0,MX,1589964310,62,18.73,-103.68,294.98,1.19
362,Upernavik,64,GL,1589964390,97,72.79,-56.15,272.16,3.62
363,Hualmay,75,PE,1589964392,84,-11.1,-77.61,290.48,3.17
364,Senneterre,1,CA,1589964184,60,48.38,-77.23,279.15,3.1
365,Malakal,1,SS,1589964395,31,9.53,31.66,310.64,1.5
366,Aasiaat,0,GL,1589964396,95,68.71,-52.87,273.23,3.06
367,Russell,40,US,1589964341,93,32.35,-85.2,292.15,1.52
368,Hua Hin,20,TH,1589964399,70,12.57,99.96,306.15,8.2
369,Praia,40,CV,1589964400,68,14.92,-23.51,295.15,8.2
370,Ishigaki,75,JP,1589964403,88,24.34,124.16,299.15,6.7
371,Oranjemund,20,NA,1589964406,16,-28.55,16.43,302.4,9.56
372,Qadirpur Ran,0,PK,1589964407,22,30.29,71.67,311.15,5.1
373,Chumikan,100,RU,1589964408,96,54.72,135.31,274.2,3.81
374,Kolāras,0,IN,1589964409,6,25.23,77.6,315.0,7.04
375,Libreville,75,GA,1589964410,94,0.39,9.45,299.15,2.6
376,Farafangana,28,MG,1589964411,68,-22.82,47.83,296.22,4.9
377,Oberá,18,AR,1589964413,88,-27.49,-55.12,290.15,1.99
378,Pedernales,99,DO,1589964414,68,18.04,-71.74,298.66,1.35
379,Semey,75,KZ,1589964415,52,50.41,80.23,293.15,2.0
380,Ancud,75,CL,1589964416,100,-41.87,-73.82,278.15,1.0
381,Orsha,75,BY,1589964417,70,54.52,30.41,283.15,4.0
382,Kampong Thom,90,KH,1589964418,49,12.71,104.89,308.05,1.32
383,Voskresenskoye,100,RU,1589964419,60,56.84,45.43,282.07,4.35
384,Ust'-Ishim,22,RU,1589964420,41,57.69,71.17,292.59,4.3
385,Hirara,75,JP,1589964421,78,24.8,125.28,299.15,5.7
386,Qaqortoq,37,GL,1589964422,20,60.72,-46.03,281.15,7.7
387,Mīnāb,84,IR,1589964424,42,27.15,57.08,310.15,3.1
388,Emerald,90,AU,1589964426,100,-23.53,148.17,291.15,4.6
389,Neiafu,99,TO,1589964427,82,-18.65,-173.98,299.6,7.36
390,Lorengau,5,PG,1589964428,84,-2.02,147.27,301.08,4.66
391,Tabas,100,IR,1589964429,22,33.6,56.92,304.15,2.1
392,Shenjiamen,29,CN,1589964430,72,29.96,122.3,293.88,5.79
393,Jutaí,94,BR,1589964432,97,-5.18,-68.9,295.34,0.22
394,Soke,62,ML,1589964433,31,13.6,-5.94,308.21,2.71
395,Arrondissement de Troyes,0,FR,1589964435,64,48.33,4.08,294.15,2.1
396,Bridlington,52,GB,1589964436,77,54.08,-0.19,291.48,0.5
397,Pangody,5,RU,1589964437,29,65.85,74.49,299.85,10.11
398,Nishihara,75,JP,1589964438,53,26.18,127.76,299.15,4.1
399,Matara,79,LK,1589964440,67,5.95,80.54,303.71,6.91
400,Staffanstorp,70,SE,1589964441,62,55.64,13.21,286.48,3.1
401,Rurrenabaque,29,BO,1589964442,95,-14.44,-67.53,293.88,0.55
402,Magistral'nyy,100,RU,1589964443,41,56.17,107.45,291.36,3.77
403,Giehun,50,SL,1589964444,85,7.88,-11.05,299.88,0.88
404,Kharan,19,PK,1589964249,12,28.58,65.42,308.97,2.61
405,Kushmurun,96,KZ,1589964446,60,52.45,64.63,290.05,8.0
406,Churapcha,99,RU,1589964448,34,62.0,132.43,288.77,3.19
407,Biltine,0,TD,1589964449,26,14.53,20.92,309.81,6.62
408,Bucerías,0,MX,1589964450,74,20.75,-105.33,293.62,1.73
409,Sawākin,0,SD,1589964451,30,19.11,37.33,310.36,2.93
410,Qandala,0,SO,1589964452,41,11.47,49.87,307.87,3.5
411,Solana Beach,90,US,1589964454,72,32.99,-117.27,289.26,1.5
412,Mountain Home,75,US,1589964204,88,43.13,-115.69,281.15,4.1
413,Guerrero,0,MX,1589964456,35,17.67,-100.0,294.3,1.98
414,Taoudenni,0,ML,1589964457,11,22.68,-3.98,306.91,6.83
415,Kendari,81,ID,1589964458,83,-3.94,122.5,300.9,1.7
416,Uvat,99,RU,1589964459,53,59.14,68.9,289.95,4.97
417,Presidente Epitácio,4,BR,1589964461,85,-21.76,-52.12,290.69,2.57
418,San Miguel de Tucumán,0,AR,1589964315,87,-26.82,-65.22,287.15,3.1
419,Ineu,75,RO,1589964463,82,46.43,21.85,291.15,6.2
420,Padang,99,ID,1589964464,63,-0.95,100.35,303.66,2.29
421,Saquena,43,PE,1589964466,99,-4.67,-73.52,295.24,0.71
422,Tatarskaya Pishlya,3,RU,1589964467,53,54.06,44.9,285.26,4.8
423,Upata,80,VE,1589964468,85,8.01,-62.4,298.71,1.35
424,Bahía Blanca,100,AR,1589964469,75,-38.72,-62.27,285.44,3.4
425,Lumphat,100,KH,1589964470,59,13.49,106.98,306.22,1.62
426,Pecos,1,US,1589964471,31,31.42,-103.49,299.15,2.6
427,Muisne,99,EC,1589964473,85,0.6,-80.03,297.99,2.15
428,Conde,46,BR,1589964261,94,-7.26,-34.91,297.04,2.45
429,Akşehir,83,TR,1589964475,20,38.36,31.42,302.87,2.39
430,Juneau,90,US,1589964476,93,58.3,-134.42,281.48,2.1
431,Vostok,79,RU,1589964478,37,46.49,135.88,287.57,2.46
432,Discovery Bay,7,US,1589964479,96,37.91,-121.6,286.48,3.82
433,Krasnogorskiy,98,RU,1589964480,56,54.6,61.23,287.32,4.72
434,Maniitsoq,0,GL,1589964481,88,65.42,-52.9,274.2,2.01
435,Wajir,39,KE,1589964482,50,1.75,40.06,303.81,7.26
436,Lethem,36,GY,1589964484,85,3.38,-59.8,297.64,2.52
437,Tura,98,IN,1589964439,64,25.52,90.22,299.53,4.28
438,Bolotnoye,100,RU,1589964486,51,55.67,84.4,298.61,5.13
439,Santa Isabel Rio Negro,100,BR,1589964487,99,-0.41,-65.02,296.33,0.48
440,Kingaroy,75,AU,1589964488,100,-26.53,151.83,289.15,1.5
441,Las Juntas,0,MX,1589964310,84,19.42,-104.7,292.76,0.8
442,Khandagayty,20,RU,1589964490,29,50.73,92.05,295.9,3.81
443,Flinders,11,AU,1589964491,68,-34.58,150.86,292.04,0.45
444,La Paz,29,BO,1589964492,74,-16.5,-68.15,273.15,1.5
445,Luan,0,CH,1589964493,60,46.36,6.98,291.48,0.45
446,Bara,66,NG,1589964495,53,10.37,10.73,305.11,6.07
447,Fallon,90,US,1589964256,66,39.47,-118.78,282.15,5.7
448,Nelson Bay,75,AU,1589964497,77,-32.72,152.15,292.15,2.6
449,Coaraci,94,BR,1589964498,97,-14.64,-39.55,291.87,1.6
450,Zhezkazgan,90,KZ,1589964499,34,47.8,67.71,293.15,9.0
451,Aswān,23,EG,1589964500,13,24.09,32.91,313.87,5.33
452,San Jose,90,US,1589964426,67,37.34,-121.89,287.15,2.1
453,Pontes e Lacerda,100,BR,1589964502,94,-15.23,-59.34,294.19,0.68
454,Ambilobe,0,MG,1589964503,36,-13.2,49.05,305.77,1.11
455,Jishou,100,CN,1589964505,91,28.32,109.72,293.69,0.93
456,Barra de Tecoanapa,6,MX,1589964506,66,16.52,-98.75,298.23,1.88
457,Wagga Wagga,0,AU,1589964507,71,-35.12,147.37,285.15,3.1
458,Ekibastuz,65,KZ,1589964508,32,51.67,75.37,294.49,5.69
459,Yumen,100,CN,1589964509,12,40.28,97.2,301.46,4.27
460,San Quintín,0,MX,1589964364,74,30.48,-115.95,288.67,7.36
461,Toledo,0,ES,1589964511,41,39.83,-4.0,295.93,1.79
462,Mendi,91,PG,1589964512,98,-6.18,143.65,288.55,0.5
463,Synya,93,RU,1589964513,72,65.37,58.04,286.68,1.51
464,Rhyl,7,GB,1589964514,66,53.32,-3.49,291.48,2.68
465,Tingo María,18,PE,1589964516,83,-9.29,-76.01,291.77,0.94
466,Belaya Gora,0,RU,1589964517,49,68.53,146.42,282.4,2.75
467,Coquimbo,100,CL,1589964518,81,-29.95,-71.34,285.15,2.1
468,Singkang,20,MY,1589964519,79,2.1,102.8,304.15,1.5
469,Togul,29,RU,1589964520,44,53.47,85.91,300.19,4.23
470,Fangshan,75,CN,1589964522,27,39.7,115.99,305.93,1.51
471,Krasnosilka,100,UA,1589964523,49,46.62,30.77,294.15,5.0
472,Tadine,1,NC,1589964524,77,-21.55,167.88,294.22,7.52
473,Micheweni,80,TZ,1589964525,91,-4.97,39.83,298.07,6.38
474,Adré,0,TD,1589964526,27,13.47,22.2,307.81,3.57
475,Vysokogornyy,84,RU,1589964528,41,50.12,139.15,287.6,1.06
476,Evensk,23,RU,1589964529,68,61.95,159.23,278.17,5.81
477,Lukovetskiy,90,RU,1589964530,75,64.3,41.92,278.15,5.0
478,The Pas,90,CA,1589964531,81,53.83,-101.25,279.15,3.6
479,Oeiras,27,BR,1589964532,88,-7.03,-42.13,295.01,2.73
480,Palmares do Sul,0,BR,1589964533,81,-30.26,-50.51,288.52,1.42
481,Bowen,90,AU,1589964536,94,-20.02,148.23,295.93,3.6
482,Cambridge,1,CA,1589964481,87,43.36,-80.31,282.59,2.6
483,Chu,1,KZ,1589964539,36,43.6,73.76,296.81,2.29
484,Beloha,6,MG,1589964541,50,-25.17,45.05,297.42,6.74
485,Dingle,100,PH,1589964542,65,11.0,122.67,304.48,1.57
486,Aklavik,5,CA,1589964543,63,68.22,-135.01,271.15,3.1
487,Constitución,100,CL,1589964544,88,-35.33,-72.42,285.72,1.06
488,Deputatsky,0,RU,1589964545,76,69.3,139.9,276.88,0.38
489,Acapulco de Juárez,0,MX,1589964546,54,16.86,-99.89,298.57,1.68
490,Saint-Augustin,78,CA,1589964547,88,51.23,-58.65,274.67,3.34
491,Cockburn Town,100,TC,1589964548,84,21.46,-71.14,299.86,8.67
492,Gigmoto,70,PH,1589964550,74,13.78,124.39,302.87,2.32
493,Caravelas,7,BR,1589964551,89,-17.71,-39.25,294.85,2.28
494,Djibouti,1,DJ,1589964552,19,11.5,42.5,314.15,2.89
495,Zhaotong,99,CN,1589964554,51,27.32,103.72,298.04,3.19
496,Urucará,95,BR,1589964555,98,-2.54,-57.76,296.02,0.17
497,Ust-Maya,69,RU,1589964557,39,60.42,134.53,286.08,4.29
498,Masalli,40,KR,1589964558,59,34.8,126.66,291.15,5.1
499,Nikolskoye,75,RU,1589964559,61,59.7,30.79,283.15,5.0
500,Acaraú,8,BR,1589964560,91,-2.89,-40.12,297.58,4.19
501,Bagdarin,99,RU,1589964562,33,54.43,113.6,289.26,1.95
502,Nioro,4,GM,1589964563,39,13.35,-15.75,299.47,3.64
503,São Joaquim,17,BR,1589964564,100,-28.29,-49.93,281.93,2.81
504,Launceston,90,AU,1589964566,93,-41.45,147.17,283.71,9.3
505,Almaznyy,20,RU,1589964567,49,48.04,40.05,294.15,12.0
506,Jalu,0,LY,1589964568,22,29.03,21.55,307.97,6.65
507,Kilindoni,98,TZ,1589964569,83,-7.91,39.67,298.78,8.87
508,Bud,99,US,1589964570,98,39.45,-86.18,286.48,4.89
509,Hofn,90,IS,1589964571,80,64.25,-15.21,278.15,3.6
510,Tual,65,ID,1589964572,82,-5.67,132.75,301.69,5.34
511,Cervo,0,ES,1589964573,1,43.67,-7.41,292.59,2.96
512,General Roca,75,AR,1589964574,100,-39.03,-67.58,281.15,2.56
513,Terney,84,RU,1589964575,66,45.05,136.61,279.89,2.63
514,Tamandaré,65,BR,1589964577,88,-8.76,-35.1,298.42,3.33
515,Asău,100,RO,1589964578,86,46.43,26.4,284.82,2.44
516,Luanda,20,AO,1589964579,78,-8.84,13.23,301.15,1.5
517,Tuy Hoa,100,VN,1589964580,68,13.08,109.3,304.76,6.58
518,Tombouctou,0,ML,1589964581,10,20.0,-3.0,306.59,7.13
519,Porto-Novo,20,BJ,1589964582,78,6.5,2.6,300.15,1.5
520,Esmeraldas,83,BR,1589964583,87,-19.76,-44.31,289.15,5.1
521,Kabinda,3,CD,1589964584,49,-6.13,24.48,301.51,3.18
522,Atambua,33,ID,1589964545,70,-9.11,124.89,298.1,5.64
523,Pangnirtung,100,CA,1589964586,89,66.15,-65.71,269.92,2.77
524,Kokopo,22,PG,1589964587,81,-4.35,152.26,300.11,4.22
525,Huaiyuan,95,CN,1589964589,30,32.97,117.2,303.34,3.47
526,Katobu,13,ID,1589964590,91,-4.94,122.53,299.92,1.64
527,Adzopé,98,CI,1589964591,88,6.11,-3.86,299.68,1.77
528,Sovetskaya,84,RU,1589964592,47,44.78,41.17,294.79,2.98
529,Marzuq,61,YE,1589964593,16,14.4,46.47,307.4,2.59
530,Preston,56,GB,1589964594,82,53.77,-2.72,292.04,2.1
531,Kathu,75,TH,1589964595,83,7.92,98.33,302.15,3.1
532,Aksu,100,CN,1589964596,31,41.12,80.26,297.68,8.47
533,Zabid,13,YE,1589964598,37,14.2,43.32,311.38,5.22
534,Gizo Government Station,67,SB,1589964600,79,-8.1,156.84,301.72,5.35
535,Cap Malheureux,0,MU,1589964601,62,-19.98,57.61,298.15,6.26
536,Galle,95,LK,1589964602,73,6.04,80.22,303.03,6.39
537,Drexel Heights,1,US,1589964603,13,32.14,-111.03,293.15,2.1
538,La Unión,1,PE,1589964604,77,-5.4,-80.75,293.69,4.51
539,Ziro,90,IN,1589964605,79,27.63,93.83,302.15,2.1
540,Tabligbo,20,TG,1589964606,78,6.58,1.5,301.15,3.6
541,Punta Cardon,100,VE,1589964607,82,11.66,-70.22,298.51,10.9
542,Mogadishu,40,SO,1589964608,66,2.04,45.34,303.15,5.7
543,Elizabeth City,90,US,1589964522,87,36.29,-76.25,287.15,11.8
544,Kabarnet,75,KE,1589964611,72,0.49,35.74,293.15,3.1
545,Klaksvík,90,FO,1589964612,100,62.23,-6.59,282.15,4.6
546,Urdoma,99,RU,1589964613,41,61.75,48.54,290.6,3.08
547,Nabire,60,ID,1589964614,82,-3.37,135.48,300.37,0.57
548,Marawi,100,PH,1589964615,84,8.0,124.29,302.59,3.58
549,Digha,100,IN,1589964616,92,21.68,87.55,298.14,23.69
550,Pedro Juan Caballero,20,PY,1589964617,84,-22.55,-55.73,290.23,5.71
551,Pilar,75,BR,1589964618,94,-9.6,-35.96,297.15,2.1
552,Pingliang,100,CN,1589964619,49,35.54,106.69,295.95,4.17
553,Promyshlennaya,20,RU,1589964621,32,54.92,85.64,301.15,1.0
554,Yerbogachën,31,RU,1589964622,32,61.28,108.01,291.72,4.84
555,Ola,66,RU,1589964623,63,59.58,151.28,279.38,1.79
556,Qingyuan,75,CN,1589964624,83,23.7,113.03,303.71,4.0
557,La Santisima Trinidad,0,BO,1589964625,93,-14.83,-64.9,295.33,1.5
558,Margate,0,GB,1589964626,87,51.38,1.39,294.82,2.24
559,Puerto Escondido,50,MX,1589964366,68,15.85,-97.07,301.43,2.44
